Gene,Pathway_Count,Mean_NES,Strongest_NES
ADAMTS13,3,1.5175481343049666,1.60910072467136
ADAMTS18,3,1.5527776740936168,1.60910072467136
ECM2,3,1.5175481343049666,1.60910072467136
DACH1,3,1.4463106861216668,1.60781758283448
CATSPERG,3,1.4986319771390166,1.59768109257646
L3MBTL3,3,1.5276842111811233,1.59768109257646
DDX11,3,1.51201038226798,1.59393480187533
PKN2,3,1.5073001486721134,1.59393480187533
USP19,3,1.5468812398269634,1.59393480187533
BPHL,3,-1.4508107106836068,1.56596365826171
CLSPN,3,1.48160898852652,1.56498286352902
RNASEH2B,3,1.48160898852652,1.56498286352902
ZFYVE19,3,1.48160898852652,1.56498286352902
ADAM12,3,1.5201681935004767,1.55675761559212
BCAM,3,1.5001004312785533,1.55675761559212
KLF2,3,1.5201453145064834,1.55675761559212
PLCG1,3,1.5201681935004767,1.55675761559212
STIM1,3,1.5201681935004767,1.55675761559212
PCNT,3,1.5119011962595166,1.54963139603455
SBDS,3,1.5119011962595166,1.54963139603455
CTNS,3,1.4808684223862634,1.54791238278533
MAB21L2,3,1.4568066909048267,1.54791238278533
RPGR,3,1.5040627132419,1.54791238278533
SLC25A25,3,1.50859536477294,1.54791238278533
SLC25A27,3,1.4844446804039666,1.54791238278533
TOPORS,3,1.5040627132419,1.54791238278533
VIM,3,1.5223945774486367,1.54791238278533
FBF1,3,1.5223047812616666,1.54600453259458
LAMA3,3,1.4637100902715168,1.54600453259458
MICALL2,3,1.4991292909241134,1.54600453259458
TESK2,3,1.4965160702793734,1.54600453259458
THSD1,3,1.4965160702793734,1.54600453259458
RAD9A,3,1.4745050960465367,1.54367118608907
TYRO3,3,1.46055728655444,1.54210874691293
RAD51D,3,1.44475612508205,1.53112845720225
RAD54L,3,1.44475612508205,1.53112845720225
SLX4,3,1.44475612508205,1.53112845720225
TPM4,3,1.4994712460494066,1.5289340385825
VCAN,3,1.4711689127107601,1.5289340385825
BAHD1,3,1.5209959280671368,1.52761263210832
BCORL1,3,1.5209959280671368,1.52761263210832
CBX2,3,1.5209959280671368,1.52761263210832
CBX6,3,1.5209959280671368,1.52761263210832
CBX7,3,1.5209959280671368,1.52761263210832
CBX8,3,1.5209959280671368,1.52761263210832
CIZ1,3,1.5209959280671368,1.52761263210832
CREBZF,3,1.5173679250175733,1.52761263210832
ERI2,3,1.5209959280671368,1.52761263210832
KDM5A,3,1.5209959280671368,1.52761263210832
MAX,3,1.5209959280671368,1.52761263210832
PHC1,3,1.5209959280671368,1.52761263210832
PHF1,3,1.5209959280671368,1.52761263210832
PHF2,3,1.5209959280671368,1.52761263210832
RBM15B,3,1.5209959280671368,1.52761263210832
SETDB1,3,1.5209959280671368,1.52761263210832
SPIN1,3,1.5209959280671368,1.52761263210832
TNRC18,3,1.5209959280671368,1.52761263210832
ZNF512,3,1.5209959280671368,1.52761263210832
PPP2R1B,3,1.4656521046100532,1.51815526563559
GPC2,3,1.51639466298274,1.51795143473642
KIDINS220,3,1.51639466298274,1.51795143473642
SF3A2,3,1.51639466298274,1.51795143473642
BOLA3,3,-1.4549529016098934,1.51716515697461
IGDCC4,3,1.4776121564364935,1.51405443997585
PRTG,3,1.4776121564364935,1.51405443997585
TRIM11,3,1.4776121564364935,1.51405443997585
ARHGEF5,3,1.4888032904431234,1.51256417874173
CRTC1,3,1.4259670659568566,1.51256417874173
TET1,3,1.4790982062581366,1.51192696420267
MN1,3,1.38473769490978,1.5070228458637
DISP1,3,1.4817457789370434,1.50157989911724
ETNK2,3,1.44067558474711,1.49328681586652
SPRY4,3,1.4518473960404334,1.48892648647574
TMEM8B,3,1.44107868200314,1.48892648647574
MARCKS,3,1.4761807070072865,1.48700729775801
NAT8L,3,-1.42292425802039,1.48230430027206
SERINC3,3,-1.42292425802039,1.48230430027206
MTFMT,3,-1.4508048180123867,1.48022801597594
MYL9,3,1.47210084876322,1.47907796956183
SYNPO2L,3,1.4684214903231834,1.47907796956183
TNFAIP1,3,1.47210084876322,1.47907796956183
CNN2,3,1.4628811183699133,1.47476772302581
FBXO6,3,1.3964309449783199,1.46387152372192
GNB1L,3,1.3964309449783199,1.46387152372192
USP28,3,1.3964309449783199,1.46387152372192
NCK2,3,1.4172057126883832,1.46245685370202
SLC2A1,3,-1.4023287995827534,1.4525171105642
KCNK6,3,1.3864148077410667,1.44469756224478
