"GeneID","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"5284","PIGR",0.928114364413503,2.17406594300492,1.24503731302401,0.235996302106298,0.787524861874424,-5.34235493312706,"Not Significant"
"51301","GCNT4",-0.308815460261559,3.86175656522991,-1.24500860353163,0.236006501422805,0.787524861874424,-5.34238734323268,"Not Significant"
"23095","KIF1B",-0.324875246391279,8.07375067922107,-1.24485199550795,0.236062144059275,0.787532359812315,-5.34256412772434,"Not Significant"
"4863","NPAT",0.203481820359793,4.92744249503259,1.24457728958329,0.236159771912008,0.787679890531479,-5.34287418398302,"Not Significant"
"6210","RPS15A",-0.272886823597682,8.51472267074496,-1.24435037398852,0.236240439731153,0.787770799365765,-5.34313026047997,"Not Significant"
"123745","PLA2G4E",0.296338545400561,1.09233976304328,1.24413841284771,0.236315811059813,0.787844009340231,-5.34336942838572,"Not Significant"
"8224","SYN3",0.378925115963971,0.776672886086862,1.24370396549596,0.236470356033574,0.788118863155306,-5.34385954258374,"Not Significant"
"55315","SLC29A3",0.3134002016265,1.99526417831777,1.24348547081514,0.236548110987017,0.788118863155306,-5.34410598392702,"Not Significant"
"51205","ACP6",0.241093594056358,2.37430055074222,1.24318632511819,0.236654599873053,0.788118863155306,-5.34444333812519,"Not Significant"
"122704","MRPL52",-0.274345033597793,3.89321324757304,-1.24314066969596,0.236670855485972,0.788118863155306,-5.34449481942738,"Not Significant"
"133619","PRRC1",-0.207163390412836,5.44936792249528,-1.24313703583788,0.236672149359227,0.788118863155306,-5.34449891692318,"Not Significant"
"25801","GCA",-0.459233854549986,3.85935250176917,-1.24274207080995,0.236812814286523,0.788118863155306,-5.34494422008117,"Not Significant"
"3756","KCNH1",-0.270489924363194,0.89127869218872,-1.24274196630041,0.236812851515885,0.788118863155306,-5.34494433789604,"Not Significant"
"9670","IPO13",0.213637919030893,5.08828458785881,1.24270579396882,0.236825737440119,0.788118863155306,-5.34498511494672,"Not Significant"
"3712","IVD",-0.230546737393242,5.93023696556897,-1.2421290982803,0.237031253008835,0.78835072350887,-5.3456351006784,"Not Significant"
"90233","ZNF551",-0.230644672696538,3.44135330390763,-1.24211377798212,0.237036714594475,0.78835072350887,-5.3456523648172,"Not Significant"
"148898","C1orf213",0.275683697781813,1.46226658918446,1.24205176386741,0.237058823239625,0.78835072350887,-5.34572224561787,"Not Significant"
"83746","L3MBTL2",0.199732374329962,4.6461710429045,1.24185509457489,0.237128948615744,0.78835072350887,-5.34594384531662,"Not Significant"
"55917","CTTNBP2NL",0.256651548611511,5.05724113075555,1.24160791056868,0.237217109122255,0.78835072350887,-5.34622232492616,"Not Significant"
"27328","PCDH11X",0.311358463465522,2.54360911562056,1.24117622344073,0.237371136799229,0.78835072350887,-5.34670856525986,"Not Significant"
"51507","C20orf43",-0.1893974734079,5.82387658461336,-1.24102747739083,0.237424228362982,0.78835072350887,-5.34687607858487,"Not Significant"
"79969","ATAT1",0.316257519622406,2.61691264857599,1.24099333255757,0.237436416924672,0.78835072350887,-5.34691452929296,"Not Significant"
