"Term","pathway","ES","NES","pval","padj","size","LeadingEdgeGenes"
"Regulation of Megakaryocyte Differentiation","GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION",0.341812706845351,0.839768085428518,0.677661169415292,0.842985467493526,18,"MYB;HMGB2;L3MBTL1"
"Transcription by Rna Polymerase Iii","GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III",-0.255382034539218,-0.913748431999555,0.678571428571429,0.843818144936356,58,"POLR1C;BRF2;POLR2H;BAZ1B;GTF3C4;DHX36;POLR2L;POLR3G;GTF3C6;PRDX5;ZNF143;POLR2F;POLR2K;DDX21;POLR3B;POLR3H;SNAPC3"
"Energy Reserve Metabolic Process","GOBP_ENERGY_RESERVE_METABOLIC_PROCESS",0.278398746405478,0.880652832357673,0.678841309823678,0.843854190316658,78,"PPP1R1A;IRS1;IGF1;PYGM;SORBS1;ENPP1;INSR;GRB10;INPP5K;COL6A1;WDR45;GSK3A"
"Negative Regulation of Programmed Necrotic Cell Death","GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH",-0.316640444009967,-0.861517732521253,0.679411764705882,0.843964330413016,16,"PELI1;NOL3;FADD"
"Response to Leptin","GOBP_RESPONSE_TO_LEPTIN",-0.316407209362176,-0.860883145914548,0.679411764705882,0.843964330413016,16,"MT3;BBS4;MKKS"
"Acute Inflammatory Response","GOBP_ACUTE_INFLAMMATORY_RESPONSE",0.278791159704119,0.879311276132601,0.679697351828499,0.84401978853429,77,"TNFSF11;TNFSF4;F3;FN1;HPSE;ASS1;EDNRB;REG3G;C3;SAA2;FCGR2B;DNASE1;EXT1;CTNNBIP1;ITIH4;IL20RB;CEBPB;PTGS2;SAA1"
"Cerebral Cortex Cell Migration","GOBP_CEREBRAL_CORTEX_CELL_MIGRATION",0.310444160081635,0.866833025281148,0.680272108843537,0.844434159205851,34,"SYNE2;DAB2IP;SRGAP2;FOXG1;MDGA1;EGFR;SUN1"
"Regulation of t Helper 1 Type Immune Response","GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.333109937211584,0.876502835505948,0.680758017492711,0.844737986283021,26,"TNFSF4;ARID5A;SOCS5;IL18;PLA2G4A;LGALS9"
"Cellular Response to Hydrogen Peroxide","GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE",0.285247115752634,0.86400471988343,0.681233933161954,0.844773413897281,55,"MAP1LC3A;MAP3K5;RHOB;AQP1;CDK1;PDGFD;FYN;KLF4;TNFAIP3;NPPA;PLEKHA1;SMPD3;RELA;SIRT1;KLF2"
"Long Chain Fatty Acid Biosynthetic Process","GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS",0.35602365163795,0.850896085484008,0.681268882175227,0.844773413897281,16,"GSTM4;CYP3A4;PLP1;CYP2E1;GSTM2"
"Biological Process Involved in Interaction with Host","GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST",-0.21983507945126,-0.928298172266981,0.683453237410072,0.844930551931905,135,"CLDN1;PPIA;P4HB;SCARB1;CXADR;FUCA2;ITGA5;VAPB;CD46;PPID;ARL8B;IDE;HSP90AB1;SLC1A5;NUP153;LRRC15;ITGAV;TFRC"
"Cellular Component Disassembly Involved in Execution Phase of Apoptosis","GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS",0.333333746023402,0.85752358326314,0.682422451994092,0.844930551931905,23,"COL6A1;TOP2A;FOXL2;CDK5RAP3;BOK;DFFA;BLVRA"
"Negative Regulation of Binding","GOBP_NEGATIVE_REGULATION_OF_BINDING",0.309548487445339,0.872606124109325,0.683423913043478,0.844930551931905,36,"JUN;SMO;IL10;E2F1;IL11;HMGA2;DDX11;GOLGA2"
"Negative Regulation of Mononuclear Cell Migration","GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",0.330045212104693,0.834443923610333,0.683899556868538,0.844930551931905,20,"C5;DUSP1"
"Positive Regulation of Proteolysis Involved in Protein Catabolic Process","GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS",0.265523167340858,0.886906948492737,0.68421052631579,0.844930551931905,112,"PRICKLE1;TF;L3MBTL3;DAB2IP;TGFB1I1;PLK1;DDA1;CDK1;CDC20;CSNK1E;GSK3A;AXIN1;PLK3;CDK5RAP3;SOCS5;IKBKG;OSBPL7;ATXN3;PAQR3;BAG6;FZR1;CLU;AXIN2;AKT1"
"Regulation of Androgen Receptor Signaling Pathway","GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",0.322973157862463,0.874730953884223,0.682269503546099,0.844930551931905,29,"IGF1;HEYL;FOXP1;TRIM68;TCF7L2;KDM1A"
"Regulation of Binding","GOBP_REGULATION_OF_BINDING",0.279801102527233,0.880582316700895,0.683080808080808,0.844930551931905,76,"HES1;IGF1;JUN;SMO;HJURP;IL10;TRIM6;KDM4D;E2F1;ZC4H2;IL11;BCL3;HMGA2;DDX11;GOLGA2"
"Regulation of Bone Mineralization","GOBP_REGULATION_OF_BONE_MINERALIZATION",-0.253761716884475,-0.89958633627185,0.683035714285714,0.844930551931905,55,"KL;STATH;SRGN;S1PR1;FBN2;ATP2B1;TXLNG;SUV39H1;SGMS2;PTK2B;ZMPSTE24;CCR1;SMAD3;BMP2;PKDCC"
"Regulation of Erbb Signaling Pathway","GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY",0.289905052465391,0.891589577747167,0.681759379042691,0.844930551931905,63,"HIP1R;ADRA2A;DAB2IP;CBLB;NPPA;EGFR;SOCS5;ANTXR1;RHBDF1;SPRY4;ZGPAT;CEACAM1;HIP1;AGT;SHKBP1;DGKD;MVP;AFAP1L2;RNF126;CBL;NEU3"
"Response to Heat","GOBP_RESPONSE_TO_HEAT",0.278187951241626,0.887371942052031,0.682440846824408,0.844930551931905,82,"ST8SIA1;HPCAL4;IGF1;EIF2B2;HMOX1;THBS1;HSPA2;LRP11;MAP2K7;PSIP1;ATXN3"
"Startle Response","GOBP_STARTLE_RESPONSE",0.354747636600967,0.847846411129532,0.68429003021148,0.844930551931905,16,"GRID2;MDGA1;TUBA1A;GRIN2A;NPAS1;CHD8;MECP2;GLRB;DVL1"
"Superoxide Anion Generation","GOBP_SUPEROXIDE_ANION_GENERATION",-0.270785412974565,-0.87323184212465,0.68421052631579,0.844930551931905,36,"DUOX2;SOD2"
"Brown Fat Cell Differentiation","GOBP_BROWN_FAT_CELL_DIFFERENTIATION",-0.26826430417954,-0.890273470337976,0.68503937007874,0.845481046516488,41,"BNIP3;FABP3;PEX11A;DUSP10;RGS2"
"Negative Regulation of Production of Molecular Mediator of Immune Response","GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",-0.281120797171575,-0.868706288857706,0.685245901639344,0.845481046516488,27,"APOA1;ANGPT1;IL33;IRAK3;PARP3"
"Negative Regulation of Release of Cytochrome c from Mitochondria","GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",-0.298297688184449,-0.85381366273897,0.685459940652819,0.845481046516488,19,"NOL3;PPIF;GHITM;GPX1;PARL;HIGD1A;PRELID1;PSMD10"
"Cellular Response to Molecule of Bacterial Origin","GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.259655824806723,0.904480512022233,0.687569988801792,0.846295738149219,175,"WNT5A;NOS2;TNFSF4;FZD5;DAB2IP;ARID5A;HMGB2;CXCL6;PLSCR3;HDAC5;ZFP36;VIM;IL10;ASS1;AXL;EDNRB;TNFAIP3;PAF1;GSK3A;SASH1;MAP2K7;FCGR2B;NR1I2;CASP7;IL18;ADAMTS13;NFKBIZ;CX3CR1;AKT1;CEBPB;RELA;NFKBIA"
"Negative Regulation of Transmembrane Transport","GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",0.278695515212933,0.874853026603733,0.68639798488665,0.846295738149219,74,"CAMK2D;ENPP1;ANK3;KCNQ1;GRB10;BCL2;SESTD1;INPP5K;THBS1;GOPC;GPR35;GSK3A"
"Organic Cation Transport","GOBP_ORGANIC_CATION_TRANSPORT",0.277436351245386,0.879364062538073,0.687185929648241,0.846295738149219,79,"SLC44A5;SLC38A4;LLGL2;ADRA2A;SLC36A1;SLC16A9;NFE2L1;TACR2;ADORA3;GABBR1;SLC22A5;SLC43A1;SLC7A8;SLC29A3;SLC6A17;SLC38A2;FLVCR2"
"Protein Localization to Cell Surface","GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE",0.284385532445582,0.875422210981783,0.6875,0.846295738149219,61,"PRRT1;ANK2;GPM6B;PTPRK;ABCA12;GOPC;VCL;FLNA;AKT1;RAB11B;TAX1BP3;RIC3;PTPRU"
"Regulation of Viral Life Cycle","GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE",-0.238131355886859,-0.927844456496118,0.686813186813187,0.846295738149219,91,"PPIA;APOBEC3G;P4HB;SRPK2;VAPB;IFIH1;PPIE;PPID;APOBEC3C;STAU1"
"Response to Dsrna","GOBP_RESPONSE_TO_DSRNA",0.309264545004037,0.87180570051424,0.6875,0.846295738149219,36,"RFTN2;PMAIP1;KCNJ8;RFTN1;ZCCHC3;TLR3;MAVS"
"Response to Acid Chemical","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.272934709012034,0.88930916818619,0.687951807228916,0.846468275631504,94,"STAMBPL1;CPEB3;CDO1;AVPR1A;PIK3CA;DNMT3A;PDGFD;ASS1;COL6A1;FYN;NTRK2;LRP11;UBR1;EGFR;TUBA1A;PPP1R9B;PDGFC;SESN3;CEBPB;JUND;MAT2A;KLF2;CPEB4;SH3BP4;CPS1;DNMT1;CAPN2"
"Regulation of Macrophage Differentiation","GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION",-0.296518181436679,-0.848720203304438,0.688427299703264,0.846755909712266,19,"INHA;FADD;LIF"
"Somatic Diversification of Immune Receptors","GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS",0.285985884629938,0.883736830998598,0.688715953307393,0.846813613350578,65,"TNFSF4;POLQ;SAMHD1;HMGB2;IL10;MSH6;MAD2L2;EXO1;POLM;NFKBIZ;RAG1;LIG1;NDFIP1;EXOSC6;POLL;POLB;CD40;MSH3;LIG3;HMGB1;SWAP70;MCM3AP;STAT6"
"Negative Regulation of Protein Serine Threonine Kinase Activity","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",0.319465875661607,0.873365292865108,0.689170182841069,0.846852116666217,30,"HIPK3;PKIA;NPPA;CDK5RAP3;PAQR3;MAPK8IP1;AGT"
"Subpallium Development","GOBP_SUBPALLIUM_DEVELOPMENT",-0.292731732005809,-0.844907795100758,0.689230769230769,0.846852116666217,20,"BBS4;MKKS;ALDH1A3;SLITRK5;HPRT1;CNTNAP2;SLC7A11;BCL11B"
"Adaptive Immune Response Based on Somatic Recombination of Immune Receptors Built from Immunoglobulin Superfamily Domains","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",0.253924922142103,0.914498482137474,0.69017094017094,0.847115908696147,266,"C7;ZBTB16;TNFSF4;PRKCZ;GNL1;FZD5;JUNB;SEMA4A;C5;AZGP1;SUSD4;ARID5A;SOCS3;RFTN1;JAG1;ZBTB7B;IL10;BACH2;TRAF2;CADM1;PRKCQ;C3;MSH6;TNFAIP3;AGER;MAD2L2;EXO1;FCGR2B;TMEM98;SOCS5;IRF7;JAK1;C1QC;DENND1B;IL18;C6;C1R;PLA2G4A;MASP2;NFKBIZ;CLU;BRD2;IL20RB;CEACAM1;LGALS9"
"Negative Regulation of Exocytosis","GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS",0.315639918378139,0.867305912101452,0.689944134078212,0.847115908696147,31,"ATP9A;ADRA2A"
"Phosphatidylinositol 3 Phosphate Biosynthetic Process","GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS",-0.287857394678242,-0.846020691643571,0.689969604863222,0.847115908696147,22,"PIK3C2A;PIK3C3"
"Autophagosome Organization","GOBP_AUTOPHAGOSOME_ORGANIZATION",-0.228493597442846,-0.925088465167261,0.69078947368421,0.847428062133945,114,"BNIP3;MTM1;RALB;PIK3C3;SCFD1;EPM2A;TBC1D14;ULK3;TCIRG1;RAB3GAP1;PSEN1;RAB1A;ATG4A;GABARAPL2;PIK3C2B;ATG4C;SNX7;UBQLN1;USP33;SEC22B;IFT20;FEZ2;CLN3;RAB7A"
"Positive Regulation of Defense Response to Virus by Host","GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST",-0.285480624974839,-0.864372341048982,0.690909090909091,0.847428062133945,24,"APOBEC3G;EIF2AK4;TRIM22;HSP90AA1;AIM2"
"Positive Regulation of Signal Transduction by P53 Class Mediator","GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0.313879068937403,0.864959495793034,0.691666666666667,0.847467063075668,32,"PMAIP1;PPP1R15A;CDK5RAP3;HIC1;DVL2"
"Regulation of Hormone Levels","GOBP_REGULATION_OF_HORMONE_LEVELS",0.252379181748439,0.922800217454062,0.691666666666667,0.847467063075668,355,"SOX4;FSHR;SYTL4;NOS2;FOXO1;CASR;TNFSF11;LRAT;LRP5;CRHBP;CYP3A4;IRS1;ADRA2A;PICK1;ABAT;ACE;C1QTNF1;RIMS2;KCNQ1;ALDH1A2;LTBP4;RAB3A;ILDR2;FZD4;STARD3;TBX3;EGR1;CYP3A5;MBOAT4;DGKQ;FGFR1;AQP1;MYRIP;PCSK5;PAX8;ABCA12;CPT1A;EDNRB;CHST10;C2CD2L;TACR2;CRABP2;FOXL2;INHBB;GABBR1;ACVR2B;GDF9;TCF7L2;PLA2G6;CYP3A7;GNRHR;NNAT;GNAO1;DISP1;PLEKHA1;RDH5;EXOC3L1;C1QTNF3;SLC16A2;CHD7;HSD17B11;SLC7A8;SMPD3;TOR2A"
"Regulation of Production of Molecular Mediator of Immune Response","GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",0.266322845526162,0.897316904535024,0.69131455399061,0.847467063075668,125,"WNT5A;NR4A3;TNFSF4;SEMA7A;PRKCZ;FZD5;TGFB2;ARID5A;IL10;TRAF2;TRIM6;MAD2L2;TLR3;FCGR2B;TGFB3;SPHK2;MAVS;DENND1B;IL18"
"Regulation of Hematopoietic Progenitor Cell Differentiation","GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION",0.308705082922686,0.86855922688657,0.691994572591587,0.847572373352563,35,"HES1;MYB;DPF2;CDK6;TMSB4X"
"Positive Regulation of Mrna Metabolic Process","GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",0.264326479658217,0.88439512216451,0.692579505300353,0.847696019240789,117,"CPEB3;BTG2;TOB1;DCP1B;ZFP36;ZFP36L2;CNOT10;EIF4ENIF1;PAN2;DND1;MEX3D;RBMX;FXR2;CCNB1;TNRC6B;PATL2;ROCK2;DIS3;SAMD4B;CNOT3;RBM24;TNRC6C;MOV10;TNRC6A;HNRNPU;NANOS1;SNRNP70"
"Regulation of Membrane Protein Ectodomain Proteolysis","GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS",0.32866761048303,0.843175765796353,0.692421991084695,0.847696019240789,22,"ADRA2A;SH3D19;IL10"
"Activin Receptor Signaling Pathway","GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.308918567703709,0.869995172727707,0.693259972489684,0.847885549072476,37,"SMAD6;FSTL3;DACT1;BMPR2;INHBB;ACVR2B;GDF7;TGIF2;SMAD4;GDF6;SMAD7;SMURF1;LEMD3"
"Positive Regulation of Response to Endoplasmic Reticulum Stress","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.305748544443431,0.866174270067343,0.693460490463215,0.847885549072476,38,"PMAIP1;DAB2IP;PIK3R1;FCGR2B;BOK;ATXN3;DDIT3;BAG6;NCK2"
"Sensory Perception of Smell","GOBP_SENSORY_PERCEPTION_OF_SMELL",0.351337093621427,0.839695217641923,0.693353474320242,0.847885549072476,16,"NXNL2;TTC8;ADCY3;OR2F2"
"Establishment of Protein Localization to Vacuole","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE",0.286803043556976,0.873573329093603,0.695372750642674,0.84933429062109,58,"NDP;WASH3P;TNFAIP3;VPS8;CLU;MON1A;VPS36;SORT1;AP4M1;SCARB2;HGS;SMURF1;PTPN23;VPS41;VPS37B;NAGPA;GNPTAB;GGA3;TSG101"
"Regulation of Acute Inflammatory Response","GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",-0.272880884669674,-0.8676482839945,0.695035460992908,0.84933429062109,32,"PTGES;PTGER3;PARK7;C2CD4A;ZP3;GSTP1;CREB3L3;OSMR;ASH1L"
"Regulation of Endocytosis","GOBP_REGULATION_OF_ENDOCYTOSIS",0.254310847750795,0.913732902572406,0.695187165775401,0.84933429062109,248,"WNT5A;SFRP4;PLA2G5;TF;HIP1R;IQSEC2;PICK1;SYT11;MERTK;NRG1;INSR;CLIP3;SUSD4;STON1;TUB;SELE;USP6;ACTG1;DGKQ;PRKCG;MTMR2;CFB;AXL;C3;CNN2;CBLB;DLG4;APLNR;CD47;FCGR2B;ANKRD13B;SYT1;GAS6;TGM2"
"Production of Molecular Mediator of Immune Response","GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE",0.261456293017123,0.897440156412029,0.695752009184845,0.849501320381496,154,"WNT5A;NR4A3;TNFSF4;SEMA7A;PRKCZ;FZD5;TGFB2;POLQ;SAMHD1;ARID5A;IL10;TRAF2;TRIM6;MSH6;MAD2L2;TLR3;EXO1;FCGR2B;TGFB3;SPHK2;MAVS;DENND1B;IL18"
"Rna Surveillance","GOBP_RNA_SURVEILLANCE",-0.271828608024042,-0.870613737974471,0.696629213483146,0.850276005167756,34,"RBX1;EXOSC8;INTS10;EXOSC7;INTS2;REXO2;PPP2CA;SUPV3L1;EXOSC2;INTS7;WDR82;INTS12;TRNT1;EXOSC5"
"Regulatory Ncrna Mediated Gene Silencing","GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING",0.26471344877801,0.881557922923856,0.697076023391813,0.850525012170505,109,"ERI2;DNM3OS;ZFP36;WTIP;DNMT3A;CNOT10;EIF4ENIF1;SMAD1;MOV10L1;DND1;TDRD12;PIWIL3;LIN28A;LIMD1;TDRD3;MIRLET7BHG;GPAT2;TNRC6B;DGCR8;PUS10;CNOT3;SPIN1;TNRC6C;MOV10;TNRC6A;HNRNPU"
"Response to Uv","GOBP_RESPONSE_TO_UV",0.264658304919847,0.893970697775767,0.697538100820633,0.850792467679205,128,"SCARA3;COL6A2;PIK3R1;BCL2;AQP1;MC1R;PTPRK;BRSK1;COL6A1;TP53;MSH6;EGFR;MAP2K7;ERCC2;UBE4B;USP28;BRCA2;CASP7;KDM1A;DTL;CRIP1;AKT1;RELA;RPAIN;SIRT1;XPC;BCL3"
"Regulation of Receptor Mediated Endocytosis","GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",0.272113306671611,0.888742386738481,0.699519230769231,0.852911891884656,95,"SFRP4;TF;HIP1R;IQSEC2;PICK1;NRG1;INSR;SUSD4;SELE;USP6;MTMR2;C3;CBLB;DLG4;APLNR;ANKRD13B;PROM2;NECAB2;DTNBP1;CLU"
"Endoderm Development","GOBP_ENDODERM_DEVELOPMENT",0.285914190442978,0.879315866215923,0.69987063389392,0.853043434422547,63,"ITGB5;COL11A1;DUSP1;LAMA3;MED12;FN1;COL6A1;PAF1;MMP14;EXT1;GATA6;SMAD4"
"Negative Regulation of Lipid Metabolic Process","GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS",0.280908364474668,0.877424187380445,0.700255102040816,0.853215173025732,69,"SIK1;PLIN5;ADRA2A;PDGFB;BRCA1;WDTC1;CRTC3;SNAI2;SCAP;SOX9;PDGFA;AKT1;CEACAM1;DCAF5;BSCL2;SIRT1;WNT4"
"Odontogenesis of Dentin Containing Tooth","GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH",0.288289834151408,0.852144596790532,0.701570680628272,0.854520895076786,46,"FAM20A;HAND2;SMO;SCN5A;ACVR2B;CSF1;STIM1;SMPD3"
"Inflammatory Response to Wounding","GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING",0.328764051191879,0.856919343664803,0.702222222222222,0.855017186112077,25,"HMOX1;MDK;AGER;TLR3;F2R;NFKBIZ;ALOX5"
"Lymphocyte Costimulation","GOBP_LYMPHOCYTE_COSTIMULATION",0.294165471553688,0.856163162198885,0.703703703703704,0.856523305793632,42,"TNFSF4;CD24;EFNB1;FYN"
"Negative Regulation of Inflammatory Response to Antigenic Stimulus","GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.316531664121613,0.850375889169268,0.70487106017192,0.857646170122346,28,"IL10;FYN;PLK2;FCGR2B;PRKAR1B;IL20RB;PLCG1;HLA-DRB1"
"Regulation of Vascular Permeability","GOBP_REGULATION_OF_VASCULAR_PERMEABILITY",-0.268830573254447,-0.860613521716801,0.70566037735849,0.858308438155136,35,"TEK;ANGPT1;APOE;C2CD4A;PRKAA1"
"Negative Regulation of Osteoclast Differentiation","GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",0.315425566853088,0.847404311425726,0.706303724928367,0.85879276238253,28,"LRRC17;FSTL3;PIK3R1;TLR3;CLDN18;GPR137;ZNF675;TOB2;SFRP1"
"Myotube Cell Development","GOBP_MYOTUBE_CELL_DEVELOPMENT",0.32153825672665,0.855939528408929,0.707317073170732,0.859009286324013,27,"IGF1;SMO;BCL2;COL6A1;HOMER1"
"Negative Regulation of b Cell Activation","GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION",-0.274131157108212,-0.857919919011924,0.707236842105263,0.859009286324013,28,"INHA;CASP3;PARP3;BANK1;LYN"
"Pore Complex Assembly","GOBP_PORE_COMPLEX_ASSEMBLY",-0.3013637917503,-0.84267703346578,0.707462686567164,0.859009286324013,18,"PLEKHA7;NUP153;PDZD11"
"Positive Regulation of Rna Splicing","GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING",-0.275585539921898,-0.862471550424024,0.707236842105263,0.859009286324013,28,"PRDX6;PRMT5;HABP4;ERN1"
"Rna Polymerase Ii Transcription Initiation Surveillance","GOBP_RNA_POLYMERASE_II_TRANSCRIPTION_INITIATION_SURVEILLANCE",-0.313909894171276,-0.84546910556215,0.708092485549133,0.859476083464523,15,"RBX1;INTS10;INTS2"
"Cellular Response to Virus","GOBP_CELLULAR_RESPONSE_TO_VIRUS",-0.25835521245534,-0.881339846965144,0.708860759493671,0.860110578630526,47,"IFNE;CALR;IFIH1;EIF5A;IFNGR2;LGALS8;ARF1;HSP90AA1;IFNGR1;SMAD3;IFNAR1;IL10RB"
"Myotube Differentiation","GOBP_MYOTUBE_DIFFERENTIATION",0.261891670998411,0.88632473034435,0.710772833723653,0.86183358827759,130,"SIK1;ADAM12;ADAMTS15;IGF1;SMO;MYOCD;AVPR1A;HDAC5;ADAMTS5;BCL2;NEO1;COL6A1;MMP14;HOMER1;DOCK1"
"Retinol Metabolic Process","GOBP_RETINOL_METABOLIC_PROCESS",0.315541009131745,0.854601941951293,0.71063829787234,0.86183358827759,29,"LRAT;CYP3A4;ALDH1A2;CYP3A5;CYP3A7;RDH5"
"Cellular Response to Prostaglandin e Stimulus","GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS",0.347248812282547,0.829924230316766,0.711480362537764,0.862094676572047,16,"TNFSF4;IGFBP7;PTGER2;AKT1;ADCY6;SFRP1;PRKAA2"
"Regulation of Activin Receptor Signaling Pathway","GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",-0.281952746851148,-0.828666771504839,0.711246200607903,0.862094676572047,22,"NOMO1;INHA"
"Maintenance of Protein Location in Nucleus","GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS",-0.279553344737414,-0.846425844346001,0.712121212121212,0.862572823672409,24,"PARK7;SYNE1;BBS4"
"Peptidyl Serine Modification","GOBP_PEPTIDYL_SERINE_MODIFICATION",0.28100890396273,0.867119864048999,0.713188220230474,0.863268256899568,62,"HIPK3;CDK2;MBOAT4;BRSK1;TRIM6;CREBL2;EGFR;MAD2L2;ULK1;PAQR3;MAP3K10;AKT1;IL11;TNKS;ARAF;BRAF;TTBK2;CDK5R1;STOX1"
"Positive Regulation of Calcium Ion Transport","GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT",0.280850340482127,0.866630578685422,0.713188220230474,0.863268256899568,62,"CASR;PDGFB;ANK2;CACNB2;WNK3;CAPN3;TRPC1;HOMER1;APLNR;F2R;TOR2A"
"Regulation of Protein Stability","GOBP_REGULATION_OF_PROTEIN_STABILITY",-0.207882236510958,-0.951871514410156,0.714285714285714,0.864298050826548,313,"MT3;RNF149;GAPDH;PINX1;LSS;APOA1;PARK7;CASP3;DAD1;ASPH;PTEN;MFSD8;RUVBL1;FBXW7;ATP1B3;CCT5;USP46;CALR;D2HGDH;MDM2;NPM1;BAG4;PPIB;HSP90AB1;CCT8;PEX19;UBL4A;CCT3;SERF2;EPHA4;PFDN6;PTGES3;CDK7;PIM2;PDRG1;CCT7;TNIP2;GTPBP4;USP47;FBXL3;USP27X;RUVBL2;TRIM24;TBL1X;UXT;USP18;NAA15;USP13;DDOST;SENP2;PDCL3;FBXO4;BAG2;NCLN;HSP90AA1;USP7;HSPD1;USP33;IP6K2;CDC73;USP38;SMAD3;BMP2;IFT46;USP4;SREBF1;DNAJA3;NAA16;CRYAB;PRKDC;CDC37L1;VPS35;BAG5;FLOT2;CCT6A;FBXW11;ATP1B2;PFN2;CCDC88C;ZNF207;NAPG;RABL3;NCKAP1;ATP1B1;COMMD1;USP12;CCT4;NEDD4L;LAMP2;SEL1L;XBP1;PDCD10"
"Protein Monoubiquitination","GOBP_PROTEIN_MONOUBIQUITINATION",0.283522544823606,0.840935659255374,0.716339869281046,0.866484310114469,47,"HUWE1;TOPORS;UBE2O;UBE4B;DTL;ZC4H2;TRIM41;UBE2T;FANCL;RNF126;CBL;MGRN1"
"Monocyte Chemotaxis","GOBP_MONOCYTE_CHEMOTAXIS",0.300043391492712,0.85001178366301,0.716621253405995,0.866525457604832,38,"TNFSF11;PDGFB;DUSP1;GPR35"
"Diacylglycerol Metabolic Process","GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS",0.319032585443988,0.814164538839835,0.717455621301775,0.867235003940689,21,"DGKA;DGKQ;DGKZ;AVIL"
"Regulation of Mitotic Spindle Assembly","GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY",0.32030206397166,0.821714490449923,0.719167904903418,0.869004888194781,22,"PLK1;CHMP4C;CEP97;CHMP1B;HNRNPU;EML3;TPR"
